Date,Wheat,Coffe,Corn
6/21/2013,6.98,1.187,6.6175
6/24/2013,6.79,1.1945,6.5325
6/25/2013,6.776,1.2031,6.407
6/26/2013,6.71,1.1827,6.283
6/27/2013,6.6965,1.2178,6.1025
6/28/2013,6.559,1.2032,5.7365
7/1/2013,6.55,1.216,5.315
7/2/2013,6.5825,1.2435,5.33
7/3/2013,6.65,1.214,5.3225
7/5/2013,6.6,1.2125,5.2575
7/8/2013,6.63,1.2345,5.3325
7/9/2013,6.775,1.2225,5.5175
7/10/2013,6.79,1.2165,5.5375
7/11/2013,6.83,1.234,5.6075
7/12/2013,6.81,1.194,5.455
7/15/2013,6.695,1.2325,5.3625
7/16/2013,6.695,1.2595,5.4525
7/17/2013,6.65,1.2795,5.385
7/18/2013,6.605,1.2755,5.41
7/19/2013,6.645,1.227,5.44
7/22/2013,6.5975,1.253,5.4075
7/23/2013,6.5375,1.261,5.225
7/24/2013,6.5325,1.2125,5.0825
7/25/2013,6.4925,1.248,4.96
7/26/2013,6.5025,1.2225,4.92
7/29/2013,6.515,1.2115,4.8925
7/30/2013,6.5525,1.203,4.955
7/31/2013,6.6425,1.186,4.99
8/1/2013,6.58,1.156,4.875
8/2/2013,6.605,1.1825,4.76
8/5/2013,6.4525,1.1965,4.6925
8/6/2013,6.505,1.179,4.7225
8/7/2013,6.435,1.2105,4.6825
8/8/2013,6.4125,1.2205,4.735
8/9/2013,6.335,1.229,4.6575
8/12/2013,6.35,1.2345,4.72
8/13/2013,6.2825,1.206,4.5525
8/14/2013,6.305,1.2265,4.6475
8/15/2013,6.375,1.2185,4.815
8/16/2013,6.31,1.205,4.7375
8/19/2013,6.415,1.1925,4.9325
8/20/2013,6.3425,1.1495,4.8375
8/21/2013,6.3875,1.135,4.98
8/22/2013,6.305,1.132,4.875
8/23/2013,6.345,1.1305,4.955
8/26/2013,6.5475,1.1405,5.1575
8/27/2013,6.5335,1.1387,4.9705
8/28/2013,6.517,1.1614,4.9485
8/29/2013,6.4905,1.1585,4.878
8/30/2013,6.5185,1.1546,4.846
9/3/2013,6.4725,1.172,4.7525
9/4/2013,6.4625,1.1685,4.695
9/5/2013,6.4025,1.1685,4.61
9/6/2013,6.4775,1.1785,4.6825
9/9/2013,6.4125,1.1805,4.635
9/10/2013,6.465,1.1665,4.69
9/11/2013,6.48,1.208,4.725
9/12/2013,6.53,1.206,4.6625
9/13/2013,6.415,1.2,4.59
9/16/2013,6.4125,1.1925,4.565
9/17/2013,6.43,1.1495,4.54
9/18/2013,6.465,1.149,4.5625
9/19/2013,6.57,1.158,4.595
9/20/2013,6.4625,1.1465,4.51
9/23/2013,6.535,1.1705,4.5325
9/24/2013,6.5825,1.1785,4.4875
9/25/2013,6.705,1.1725,4.5475
9/26/2013,6.7825,1.1565,4.5675
9/27/2013,6.83,1.137,4.54
9/30/2013,6.785,1.137,4.415
10/1/2013,6.8125,1.141,4.39
10/2/2013,6.86,1.1445,4.39
10/3/2013,6.8925,1.1535,4.3925
10/4/2013,6.87,1.144,4.4325
10/7/2013,6.9475,1.145,4.4925
10/8/2013,6.935,1.1505,4.4175
10/9/2013,6.905,1.1525,4.435
10/10/2013,6.855,1.144,4.3825
10/11/2013,6.9225,1.167,4.3325
10/14/2013,6.925,1.17,4.37
10/15/2013,6.8575,1.1645,4.435
10/16/2013,6.815,1.1585,4.4275
10/17/2013,6.86,1.147,4.43
10/18/2013,7.0575,1.1465,4.415
10/21/2013,6.9975,1.127,4.44
10/22/2013,7.0075,1.1195,4.3825
10/23/2013,7.0175,1.1055,4.4275
10/24/2013,6.965,1.103,4.4025
10/25/2013,6.9075,1.091,4.4
10/28/2013,6.81,1.0755,4.3075
10/29/2013,6.8125,1.0695,4.32
10/30/2013,6.75,1.0685,4.3025
10/31/2013,6.675,1.054,4.2825
11/1/2013,6.6775,1.0555,4.2725
11/4/2013,6.6275,1.037,4.2625
11/5/2013,6.56,1.0345,4.25
11/6/2013,6.5325,1.015,4.2125
11/7/2013,6.53,1.0395,4.205
11/8/2013,6.4975,1.0405,4.2675
11/11/2013,6.4625,1.0325,4.3475
11/12/2013,6.4525,1.058,4.3225
11/13/2013,6.455,1.0305,4.2975
11/14/2013,6.4475,1.026,4.265
11/15/2013,6.445,1.0575,4.22
11/18/2013,6.4225,1.0575,4.12
11/19/2013,6.5025,1.0465,4.1775
11/20/2013,6.4725,1.0735,4.17
11/21/2013,6.4875,1.1045,4.23
11/22/2013,6.495,1.071,4.2225
11/25/2013,6.5385,1.0819,4.2605
11/26/2013,6.503,1.0839,4.21
11/27/2013,6.586,1.079,4.228
11/29/2013,6.66,1.1073,4.2265
12/2/2013,6.6175,1.099,4.245
12/3/2013,6.6825,1.102,4.3125
12/4/2013,6.6175,1.084,4.365
12/5/2013,6.52,1.06,4.335
12/6/2013,6.51,1.064,4.3425
12/9/2013,6.505,1.061,4.38
12/10/2013,6.3875,1.1025,4.36
12/11/2013,6.4075,1.097,4.3925
12/12/2013,6.3375,1.113,4.3425
12/13/2013,6.2875,1.1525,4.255
12/16/2013,6.2175,1.153,4.2325
12/17/2013,6.1975,1.1415,4.2675
12/18/2013,6.1275,1.1595,4.25
12/19/2013,6.1075,1.1375,4.305
12/20/2013,6.135,1.153,4.3325
12/23/2013,6.095,1.1585,4.3425
12/24/2013,6.0625,1.1475,4.345
12/26/2013,6.06,1.1545,4.2625
12/27/2013,6.09,1.1635,4.275
12/30/2013,6.005,1.147,4.235
12/31/2013,6.0525,1.107,4.22
1/2/2014,5.97,1.114,4.205
1/3/2014,6.0575,1.1635,4.235
1/6/2014,6.0575,1.21,4.2775
1/7/2014,6.025,1.1725,4.26
1/8/2014,5.8875,1.209,4.17
1/9/2014,5.8425,1.1935,4.12
1/10/2014,5.69,1.2065,4.3275
1/13/2014,5.735,1.1985,4.345
1/14/2014,5.7925,1.192,4.315
1/15/2014,5.6775,1.172,4.2575
1/16/2014,5.7275,1.1835,4.28
1/17/2014,5.635,1.1715,4.24
1/21/2014,5.6225,1.162,4.25
1/22/2014,5.6125,1.1485,4.2625
1/23/2014,5.7,1.152,4.29
1/24/2014,5.6525,1.144,4.295
1/27/2014,5.635,1.1385,4.3175
1/28/2014,5.66,1.1465,4.32
1/29/2014,5.515,1.171,4.275
1/30/2014,5.535,1.2,4.335
1/31/2014,5.5575,1.252,4.34
2/3/2014,5.6375,1.3595,4.3575
2/4/2014,5.845,1.3625,4.4175
2/5/2014,5.875,1.431,4.4325
2/6/2014,5.8075,1.3575,4.43
2/7/2014,5.775,1.357,4.4425
2/10/2014,5.8475,1.362,4.43
2/11/2014,5.9025,1.3715,4.415
2/12/2014,5.87,1.4105,4.4
2/13/2014,5.955,1.397,4.405
2/14/2014,5.985,1.399,4.4525
2/18/2014,6.12,1.5265,4.495
2/19/2014,6.2025,1.7175,4.5375
2/20/2014,6.1625,1.688,4.5575
2/21/2014,6.0975,1.6855,4.53
2/24/2014,6.1775,1.756,4.515
2/25/2014,6.156,1.7577,4.5685
2/26/2014,6.022,1.7734,4.577
2/27/2014,5.8645,1.7908,4.519
2/28/2014,6.016,1.802,4.623
3/3/2014,6.315,1.9345,4.705
3/4/2014,6.435,1.8545,4.8425
3/5/2014,6.425,2.024,4.82
3/6/2014,6.46,1.9555,4.91
3/7/2014,6.54,1.9685,4.89
3/10/2014,6.4075,2.034,4.7825
3/11/2014,6.59,2.0565,4.8325
3/12/2014,6.8375,2.053,4.885
3/13/2014,6.7375,2.0595,4.85
3/14/2014,6.8725,1.984,4.86
3/17/2014,6.745,1.914,4.79
3/18/2014,6.925,1.9155,4.8625
3/19/2014,7.1575,1.855,4.8775
3/20/2014,7.0375,1.7415,4.785
3/21/2014,6.9325,1.7115,4.79
3/24/2014,7.145,1.764,4.9
3/25/2014,7.0825,1.753,4.865
3/26/2014,6.9675,1.76,4.845
3/27/2014,7.105,1.7635,4.92
3/28/2014,6.955,1.806,4.92
3/31/2014,6.975,1.779,5.02
4/1/2014,6.855,1.7525,5.075
4/2/2014,6.695,1.727,4.9575
4/3/2014,6.76,1.746,5
4/4/2014,6.695,1.85,5.0175
4/7/2014,6.765,1.9335,4.9925
4/8/2014,6.81,1.965,5.07
4/9/2014,6.69,1.9985,5.0225
4/10/2014,6.625,2.061,5.0125
4/11/2014,6.605,2.012,4.985
4/14/2014,6.785,2.0485,5.03
4/15/2014,7.015,1.9215,5.0375
4/16/2014,6.88,1.8595,4.975
4/17/2014,6.915,2.012,4.9475
4/21/2014,6.685,1.967,4.885
4/22/2014,6.73,2.118,4.9625
4/23/2014,6.76,2.1235,5.035
4/24/2014,6.89,2.1245,5.0125
4/25/2014,7.021,2.052,5.0815
4/28/2014,7.035,1.9974,5.1015
4/29/2014,7.128,2.107,5.192
4/30/2014,7.198,2.0529,5.18
5/1/2014,7.0725,2.0415,5.07
5/2/2014,7.16,2.032,4.995
5/5/2014,7.29,2.0525,5.08
5/6/2014,7.39,2.0225,5.175
5/7/2014,7.3775,2.01,5.14
5/8/2014,7.3525,1.955,5.165
5/9/2014,7.225,1.839,5.075
5/12/2014,7.15,1.8925,4.995
5/13/2014,7.0925,1.8695,5.0275
5/14/2014,6.9025,1.842,4.955
5/15/2014,6.7825,1.968,4.8425
5/16/2014,6.7425,1.8505,4.835
5/19/2014,6.745,1.835,4.7725
5/20/2014,6.705,1.857,4.735
5/21/2014,6.6425,1.814,4.745
5/22/2014,6.5925,1.8135,4.7675
5/23/2014,6.525,1.819,4.78
5/27/2014,6.41,1.7935,4.6975
5/28/2014,6.3875,1.7615,4.725
5/29/2014,6.325,1.8195,4.695
5/30/2014,6.2725,1.775,4.6575
6/2/2014,6.2075,1.7235,4.655
6/3/2014,6.125,1.7115,4.5825
6/4/2014,6.145,1.702,4.5625
6/5/2014,6.0575,1.6915,4.49
6/6/2014,6.1825,1.721,4.59
6/9/2014,6.125,1.6535,4.51
6/10/2014,6.0125,1.6565,4.455
6/11/2014,5.8925,1.716,4.41
6/12/2014,5.8525,1.7195,4.44
6/13/2014,5.86,1.737,4.47
6/16/2014,5.81,1.7295,4.41
6/17/2014,5.8175,1.6905,4.3875
6/18/2014,5.87,1.6675,4.415
6/19/2014,5.935,1.67,4.505
6/20/2014,5.8525,1.7325,4.5325
6/23/2014,5.7975,1.751,4.445
6/24/2014,5.71,1.7415,4.43
6/25/2014,5.7725,1.8037,4.3995
6/26/2014,5.8325,1.7962,4.4125
6/27/2014,5.9035,1.7171,4.4255
6/30/2014,5.7495,1.7468,4.1985
7/1/2014,5.725,1.7095,4.16
7/2/2014,5.755,1.733,4.1225
7/3/2014,5.795,1.718,4.095
7/7/2014,5.5675,1.711,4.005
7/8/2014,5.5625,1.7295,3.9825
7/9/2014,5.5125,1.729,3.9125
7/10/2014,5.485,1.63,3.8625
7/11/2014,5.26,1.614,3.7825
7/14/2014,5.3775,1.6435,3.815
7/15/2014,5.3775,1.6195,3.74
7/16/2014,5.38,1.625,3.7825
7/17/2014,5.5075,1.6385,3.795
7/18/2014,5.3225,1.724,3.7125
7/21/2014,5.3,1.729,3.64
7/22/2014,5.245,1.683,3.6025
7/23/2014,5.3075,1.766,3.625
7/24/2014,5.2875,1.783,3.615
7/25/2014,5.38,1.7915,3.63
7/28/2014,5.3475,1.811,3.6775
7/29/2014,5.2,1.807,3.615
7/30/2014,5.2725,1.825,3.6175
7/31/2014,5.3025,1.9505,3.57
8/1/2014,5.3425,1.9235,3.525
8/4/2014,5.44,1.905,3.5875
8/5/2014,5.525,1.894,3.5625
8/6/2014,5.68,1.9085,3.6325
8/7/2014,5.615,1.84,3.595
8/8/2014,5.4925,1.8085,3.5175
8/11/2014,5.465,1.8915,3.5675
8/12/2014,5.38,1.846,3.585
8/13/2014,5.28,1.8525,3.58
8/14/2014,5.3725,1.841,3.62
8/15/2014,5.5125,1.8875,3.6575
8/18/2014,5.425,1.889,3.6075
8/19/2014,5.46,1.822,3.625
8/20/2014,5.395,1.841,3.595
8/21/2014,5.4625,1.8375,3.6225
8/22/2014,5.52,1.816,3.655
8/25/2014,5.425,1.8275,3.6
8/26/2014,5.445,1.9397,3.578
8/27/2014,5.5325,1.947,3.596
8/28/2014,5.6565,1.9786,3.6625
8/29/2014,5.6085,2.0011,3.636
9/2/2014,5.55,2.0945,3.6375
9/3/2014,5.355,2.023,3.52
9/4/2014,5.305,2.0245,3.465
9/5/2014,5.3525,1.9805,3.56
9/8/2014,5.335,1.9445,3.4825
9/9/2014,5.275,1.926,3.4425
9/10/2014,5.1975,1.8125,3.4575
9/11/2014,5.095,1.8545,3.41
9/12/2014,5.025,1.8455,3.385
9/15/2014,5.0075,1.822,3.43
9/16/2014,4.9625,1.8525,3.4375
9/17/2014,4.9925,1.8485,3.4175
9/18/2014,4.885,1.812,3.3825
9/19/2014,4.745,1.78,3.315
9/22/2014,4.7675,1.794,3.3025
9/23/2014,4.76,1.809,3.255
9/24/2014,4.8025,1.891,3.295
9/25/2014,4.74,1.823,3.26
9/26/2014,4.7425,1.8605,3.23
9/29/2014,4.8125,1.9125,3.2575
9/30/2014,4.7775,1.9335,3.2075
10/1/2014,4.79,2.004,3.2125
10/2/2014,4.8275,2.086,3.2275
10/3/2014,4.8575,2.065,3.2325
10/6/2014,4.915,2.208,3.325
10/7/2014,5.0625,2.1635,3.405
10/8/2014,5.0775,2.1445,3.4325
10/9/2014,4.9325,2.2165,3.4475
10/10/2014,4.985,2.204,3.34
10/13/2014,5.0525,2.181,3.46
10/14/2014,5.0925,2.219,3.57
10/15/2014,5.06,2.16,3.475
10/16/2014,5.17,2.171,3.5225
10/17/2014,5.16,2.1065,3.48
10/20/2014,5.135,1.994,3.4825
10/21/2014,5.1925,1.996,3.56
10/22/2014,5.2225,1.911,3.53
10/23/2014,5.2675,1.933,3.5975
10/24/2014,5.1775,1.915,3.53
10/27/2014,5.2275,1.909,3.63
10/28/2014,5.3075,1.9235,3.645
10/29/2014,5.3825,1.896,3.7525
10/30/2014,5.36,1.876,3.74
10/31/2014,5.325,1.88,3.7675
11/3/2014,5.3825,1.8585,3.735
11/4/2014,5.305,1.882,3.645
11/5/2014,5.2475,1.8625,3.7025
11/6/2014,5.2025,1.8375,3.7125
11/7/2014,5.145,1.824,3.675
11/10/2014,5.1725,1.814,3.6925
11/11/2014,5.2525,1.8455,3.7375
11/12/2014,5.4275,1.844,3.7775
11/13/2014,5.5375,1.8875,3.8625
11/14/2014,5.605,1.92,3.8175
11/17/2014,5.5175,1.875,3.775
11/18/2014,5.49,1.911,3.72
11/19/2014,5.3775,1.9785,3.6325
11/20/2014,5.4725,1.877,3.7325
11/21/2014,5.4725,1.8965,3.7275
11/24/2014,5.438,1.8982,3.7005
11/25/2014,5.536,1.9457,3.7945
11/26/2014,5.623,1.9395,3.862
11/28/2014,5.779,1.8729,3.8615
12/1/2014,6.065,1.904,3.8975
12/2/2014,6.035,1.834,3.8125
12/3/2014,5.89,1.8365,3.82
12/4/2014,5.895,1.8245,3.8975
12/5/2014,5.94,1.801,3.95
12/8/2014,5.98,1.7805,3.9025
12/9/2014,5.855,1.8045,3.9525
12/10/2014,5.815,1.7855,3.9375
12/11/2014,5.97,1.764,3.985
12/12/2014,6.06,1.74,4.075
12/15/2014,6.19,1.7865,4.085
12/16/2014,6.235,1.777,4.06
12/17/2014,6.48,1.7185,4.0825
12/18/2014,6.555,1.7435,4.11
12/19/2014,6.325,1.747,4.105
12/22/2014,6.255,1.7215,4.1175
12/23/2014,6.35,1.71,4.14
12/24/2014,6.11,1.7015,4.0775
12/26/2014,6.105,1.686,4.1475
12/29/2014,6.15,1.6515,4.1275
12/30/2014,6.02,1.648,4.065
12/31/2014,5.895,1.666,3.97
1/2/2015,5.815,1.6105,3.9575
1/5/2015,5.89,1.681,4.06
1/6/2015,5.915,1.749,4.05
1/7/2015,5.79,1.7505,3.9625
1/8/2015,5.67,1.769,3.9425
1/9/2015,5.635,1.8005,4.0025
1/12/2015,5.55,1.7675,4.02
1/13/2015,5.48,1.7695,3.8575
1/14/2015,5.375,1.7985,3.81
1/15/2015,5.325,1.7665,3.8
1/16/2015,5.325,1.71,3.87
1/20/2015,5.37,1.643,3.9025
1/21/2015,5.365,1.6125,3.88
1/22/2015,5.335,1.5995,3.8375
1/23/2015,5.3,1.6245,3.8675
1/26/2015,5.2,1.6185,3.84
1/27/2015,5.19,1.682,3.8125
1/28/2015,5.055,1.677,3.7325
1/29/2015,5.075,1.6,3.715
1/30/2015,5.025,1.619,3.7
2/2/2015,4.925,1.6245,3.6975
2/3/2015,5.135,1.6075,3.8575
2/4/2015,5.11,1.649,3.835
2/5/2015,5.255,1.6475,3.8525
2/6/2015,5.27,1.6685,3.8575
2/9/2015,5.295,1.676,3.9125
2/10/2015,5.215,1.594,3.88
2/11/2015,5.255,1.5945,3.8575
2/12/2015,5.215,1.6455,3.83
2/13/2015,5.33,1.632,3.8725
2/17/2015,5.345,1.5565,3.895
2/18/2015,5.275,1.528,3.8375
2/19/2015,5.275,1.492,3.8975
2/20/2015,5.105,1.4865,3.8525
2/23/2015,5.055,1.4445,3.7875
2/24/2015,5.051,1.4606,3.791
2/25/2015,4.975,1.4123,3.7895
2/26/2015,5.014,1.3895,3.851
2/27/2015,5.138,1.3975,3.915
3/2/2015,5,1.3835,3.88
3/3/2015,5.06,1.2975,3.91
3/4/2015,4.96,1.3755,3.895
3/5/2015,4.8,1.3505,3.905
3/6/2015,4.82,1.399,3.86
3/9/2015,4.9,1.37,3.8875
3/10/2015,4.935,1.3505,3.88
3/11/2015,4.99,1.3175,3.91
3/12/2015,5.0725,1.322,3.885
3/13/2015,5.02,1.298,3.805
3/16/2015,5.14,1.3805,3.79
3/17/2015,5.035,1.3815,3.71
3/18/2015,5.1075,1.4005,3.7475
3/19/2015,5.12,1.4415,3.735
3/20/2015,5.3,1.4335,3.85
3/23/2015,5.34,1.4185,3.9025
3/24/2015,5.235,1.373,3.9325
3/25/2015,5.19,1.3995,3.95
3/26/2015,4.9925,1.4025,3.9125
3/27/2015,5.0775,1.382,3.91
3/30/2015,5.3025,1.3235,3.945
3/31/2015,5.1175,1.329,3.7625
4/1/2015,5.285,1.3485,3.8175
4/2/2015,5.3625,1.409,3.865
4/6/2015,5.2775,1.462,3.85
4/7/2015,5.26,1.4195,3.83
4/8/2015,5.2625,1.357,3.7925
4/9/2015,5.1875,1.3745,3.78
4/10/2015,5.265,1.351,3.77
4/13/2015,5.0225,1.3375,3.705
4/14/2015,4.97,1.346,3.735
4/15/2015,4.9075,1.358,3.76
4/16/2015,4.945,1.396,3.7625
4/17/2015,4.945,1.387,3.7975
4/20/2015,4.9875,1.387,3.78
4/21/2015,5.0075,1.403,3.73
4/22/2015,4.9875,1.424,3.725
4/23/2015,4.9775,1.4045,3.7075
4/24/2015,4.86,1.4115,3.645
4/27/2015,4.7085,1.3629,3.6155
4/28/2015,4.734,1.3831,3.624
4/29/2015,4.81,1.3874,3.6615
4/30/2015,4.726,1.3727,3.655
5/1/2015,4.74,1.342,3.63
5/4/2015,4.7275,1.329,3.6125
5/5/2015,4.665,1.3365,3.6275
5/6/2015,4.7925,1.2995,3.6675
5/7/2015,4.7275,1.317,3.615
5/8/2015,4.815,1.3465,3.63
5/11/2015,4.81,1.3435,3.605
5/12/2015,4.805,1.355,3.61
5/13/2015,4.815,1.354,3.6225
5/14/2015,5.1425,1.375,3.68
5/15/2015,5.11,1.3825,3.655
5/18/2015,5.2175,1.4315,3.68
5/19/2015,5.1025,1.3985,3.62
5/20/2015,5.13,1.36,3.6
5/21/2015,5.22,1.2845,3.65
5/22/2015,5.1525,1.2695,3.6
5/26/2015,4.935,1.2405,3.55
5/27/2015,4.8775,1.245,3.495
5/28/2015,4.8875,1.2515,3.535
5/29/2015,4.77,1.2615,3.515
6/1/2015,4.9375,1.298,3.5225
6/2/2015,5.125,1.327,3.59
6/3/2015,5.1075,1.343,3.59
6/4/2015,5.2375,1.357,3.635
6/5/2015,5.17,1.351,3.605
6/8/2015,5.28,1.3655,3.6525
6/9/2015,5.3225,1.3735,3.65
6/10/2015,5.135,1.3645,3.5725
6/11/2015,5.0425,1.32,3.565
6/12/2015,5.0375,1.3205,3.53
6/15/2015,4.8925,1.278,3.4825
6/16/2015,4.8875,1.2935,3.54
6/17/2015,4.9125,1.2665,3.5925
6/18/2015,4.88,1.287,3.58
6/19/2015,4.885,1.2715,3.5325
6/22/2015,5.0125,1.3035,3.6
6/23/2015,5.215,1.277,3.675
6/24/2015,5.18,1.333,3.665
6/25/2015,5.332,1.337,3.7775
6/26/2015,5.6455,1.324,3.88
6/29/2015,5.823,1.3176,3.885
6/30/2015,6.1555,1.3205,4.204
7/1/2015,5.885,1.27,4.225
7/2/2015,5.905,1.274,4.285
7/6/2015,5.955,1.2515,4.265
7/7/2015,5.8525,1.247,4.2325
7/8/2015,5.775,1.2495,4.245
7/9/2015,5.78,1.2525,4.2875
7/10/2015,5.76,1.2625,4.3475
7/13/2015,5.7575,1.288,4.4075
7/14/2015,5.71,1.32,4.2825
7/15/2015,5.6675,1.2975,4.295
7/16/2015,5.6225,1.2885,4.3
7/17/2015,5.54,1.284,4.2025
7/20/2015,5.3275,1.2745,4.05
7/21/2015,5.2475,1.2595,4.065
7/22/2015,5.1675,1.2505,4.0275
7/23/2015,5.215,1.2155,4.0325
7/24/2015,5.1175,1.2225,3.925
7/27/2015,5.025,1.204,3.73
7/28/2015,5.1075,1.2025,3.75
7/29/2015,4.9625,1.2215,3.6775
7/30/2015,4.965,1.249,3.7325
7/31/2015,4.9925,1.2525,3.71
8/3/2015,4.99,1.2395,3.665
8/4/2015,4.935,1.249,3.6875
8/5/2015,5.02,1.259,3.7275
8/6/2015,5.07,1.2425,3.6975
8/7/2015,5.105,1.278,3.7275
8/10/2015,5.255,1.335,3.9025
8/11/2015,5.0725,1.372,3.765
8/12/2015,4.9225,1.3185,3.5725
8/13/2015,5.0325,1.3705,3.6375
8/14/2015,5.065,1.375,3.64
8/17/2015,5.005,1.3475,3.6325
8/18/2015,4.9425,1.353,3.6625
8/19/2015,4.9625,1.3115,3.6725
8/20/2015,5.0625,1.2765,3.71
8/21/2015,4.995,1.219,3.6525
8/24/2015,5.0325,1.175,3.6875
8/25/2015,4.95,1.1705,3.655
8/26/2015,4.9065,1.194,3.6405
8/27/2015,4.8645,1.2245,3.6825
8/28/2015,4.8105,1.2261,3.703
8/31/2015,4.845,1.2355,3.7295
9/1/2015,4.8625,1.208,3.69
9/2/2015,4.79,1.1835,3.675
9/3/2015,4.6525,1.1955,3.615
9/4/2015,4.6775,1.1915,3.63
9/8/2015,4.75,1.21,3.6825
9/9/2015,4.7225,1.211,3.69
9/10/2015,4.78,1.164,3.7425
9/11/2015,4.85,1.1655,3.87
9/14/2015,5.0125,1.202,3.935
9/15/2015,4.9475,1.187,3.905
9/16/2015,4.8825,1.181,3.86
9/17/2015,4.815,1.1855,3.7975
9/18/2015,4.8675,1.1835,3.7725
9/21/2015,4.9675,1.1725,3.845
9/22/2015,4.955,1.1545,3.805
9/23/2015,5.075,1.162,3.8325
9/24/2015,4.9725,1.183,3.815
9/25/2015,5.0775,1.227,3.89
9/28/2015,5.055,1.1915,3.8675
9/29/2015,5.0375,1.2085,3.89
9/30/2015,5.1275,1.2135,3.8775
10/1/2015,5.1825,1.2075,3.8875
10/2/2015,5.1325,1.243,3.8925
10/5/2015,5.155,1.2755,3.935
10/6/2015,5.2625,1.281,3.9825
10/7/2015,5.1675,1.2605,3.9575
10/8/2015,5.115,1.2845,3.9125
10/9/2015,5.0925,1.316,3.8275
10/12/2015,5.0675,1.345,3.8075
10/13/2015,5.19,1.3435,3.845
10/14/2015,5.0825,1.3465,3.79
10/15/2015,5.025,1.337,3.755
10/16/2015,4.9225,1.2585,3.7675
10/19/2015,4.8575,1.239,3.73
10/20/2015,4.9125,1.2475,3.7675
10/21/2015,4.9475,1.21,3.8075
10/22/2015,4.9075,1.1985,3.7825
10/23/2015,4.905,1.1845,3.7975
10/26/2015,5.09,1.173,3.845
10/27/2015,5.0925,1.173,3.8
10/28/2015,5.06,1.191,3.76
10/29/2015,5.15,1.203,3.8
10/30/2015,5.22,1.2095,3.8225
11/2/2015,5.08,1.188,3.765
11/3/2015,5.165,1.2025,3.805
11/4/2015,5.2625,1.205,3.805
11/5/2015,5.2625,1.209,3.745
11/6/2015,5.2325,1.1775,3.73
11/9/2015,5.0175,1.1775,3.6675
11/10/2015,4.9075,1.163,3.59
11/11/2015,4.9475,1.168,3.6225
11/12/2015,4.98,1.153,3.62
11/13/2015,4.9575,1.1215,3.5825
11/16/2015,4.94,1.1435,3.6
11/17/2015,4.875,1.1425,3.62
11/18/2015,4.8325,1.1275,3.6175
11/19/2015,4.9075,1.199,3.6425
11/20/2015,4.885,1.219,3.6325
11/23/2015,4.95,1.1995,3.6725
11/24/2015,4.851,1.2286,3.653
11/25/2015,4.8255,1.2396,3.687
11/27/2015,4.737,1.2256,3.6405
11/30/2015,4.724,1.191,3.708
12/1/2015,4.715,1.199,3.7375
12/2/2015,4.6725,1.2045,3.7025
12/3/2015,4.7875,1.2485,3.77
12/4/2015,4.845,1.2695,3.815
12/7/2015,4.8275,1.2605,3.73
12/8/2015,4.815,1.252,3.735
12/9/2015,4.8975,1.268,3.7375
12/10/2015,4.955,1.2635,3.7925
12/11/2015,4.905,1.212,3.7525
12/14/2015,4.935,1.199,3.79
12/15/2015,4.9425,1.199,3.7725
12/16/2015,4.835,1.1925,3.6975
12/17/2015,4.84,1.183,3.7425
12/18/2015,4.8675,1.19,3.745
12/21/2015,4.79,1.175,3.72
12/22/2015,4.7175,1.1915,3.6625
12/23/2015,4.695,1.2095,3.655
12/24/2015,4.675,1.197,3.645
12/28/2015,4.665,1.1915,3.61
12/29/2015,4.7575,1.2145,3.625
12/30/2015,4.6975,1.2365,3.59
12/31/2015,4.7,1.267,3.5875
1/4/2016,4.5825,1.239,3.515
1/5/2016,4.6125,1.23,3.53
1/6/2016,4.6275,1.1995,3.5325
1/7/2016,4.685,1.1845,3.53
1/8/2016,4.785,1.19,3.57
1/11/2016,4.69,1.1445,3.5175
1/12/2016,4.8125,1.1435,3.5675
1/13/2016,4.78,1.148,3.58
1/14/2016,4.6875,1.159,3.58
1/15/2016,4.7375,1.149,3.6325
1/19/2016,4.745,1.1565,3.6775
1/20/2016,4.715,1.116,3.6875
1/21/2016,4.75,1.144,3.67
1/22/2016,4.755,1.16,3.7025
1/25/2016,4.815,1.1645,3.6975
1/26/2016,4.8475,1.167,3.6925
1/27/2016,4.765,1.182,3.6925
1/28/2016,4.7225,1.1915,3.655
1/29/2016,4.7925,1.1635,3.72
2/1/2016,4.7525,1.1775,3.7125
2/2/2016,4.7525,1.1985,3.725
2/3/2016,4.8,1.2155,3.71
2/4/2016,4.7275,1.232,3.685
2/5/2016,4.6675,1.204,3.6575
2/8/2016,4.585,1.1575,3.6225
2/9/2016,4.575,1.1475,3.61
2/10/2016,4.6125,1.1475,3.6025
2/11/2016,4.5825,1.13,3.6025
2/12/2016,4.575,1.1555,3.5875
2/16/2016,4.6425,1.149,3.63
2/17/2016,4.685,1.1455,3.6725
2/18/2016,4.6225,1.1415,3.655
2/19/2016,4.6175,1.1575,3.655
2/22/2016,4.585,1.1985,3.675
2/23/2016,4.48,1.178,3.62
2/24/2016,4.4445,1.1544,3.607
2/25/2016,4.4875,1.1525,3.575
2/26/2016,4.4865,1.1432,3.575
2/29/2016,4.516,1.1457,3.563
3/1/2016,4.46,1.1475,3.5575
3/2/2016,4.5025,1.1555,3.5625
3/3/2016,4.5975,1.1785,3.565
3/4/2016,4.6075,1.2105,3.5825
3/7/2016,4.6275,1.209,3.59
3/8/2016,4.6525,1.217,3.605
3/9/2016,4.6825,1.2235,3.595
